squareMeters,numberOfRooms,hasYard,hasPool,floors,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,garage,hasStorageRoom,price
79783,2,0,1,26,1,1993,0,0,1337,538,1,"$7,983,955.30"
68260,7,0,0,69,10,1996,1,1,3248,935,1,"$6,829,892.60"
4113,6,1,0,22,5,2013,0,1,7534,923,0,"$416,148.30"
29556,5,1,1,33,4,1990,1,0,6403,677,0,"$2,962,632.00"
90300,7,1,0,88,1,1998,0,0,7415,614,0,"$9,037,944.80"
80439,2,0,0,89,7,2009,1,0,7325,606,0,"$8,046,219.90"
89245,2,1,1,19,9,2007,0,1,7958,985,0,"$8,930,367.70"
42540,8,1,1,51,10,1999,0,0,7793,231,0,"$4,264,337.90"
2978,3,1,1,29,7,2011,1,1,1578,105,0,"$307,536.10"
43038,4,1,0,62,6,1996,1,1,3011,788,0,"$4,307,230.60"
65201,10,0,1,21,10,2007,0,0,7406,108,1,"$6,522,337.70"
16200,10,0,0,40,6,2011,0,1,8974,639,1,"$1,621,661.10"
24095,9,0,0,2,3,2017,0,0,4398,898,0,"$2,409,945.70"
10503,8,0,1,95,3,1995,0,0,7455,438,0,"$1,058,224.50"
90338,9,1,0,52,8,2005,1,0,4831,641,1,"$9,040,287.50"
58402,2,1,0,65,8,2011,1,0,9446,805,1,"$5,848,466.10"
7431,6,1,1,83,9,2013,0,0,2823,123,1,"$749,725.30"
55047,6,1,1,15,1,2013,0,0,287,574,0,"$5,512,488.30"
78897,2,0,1,96,5,2007,0,0,1913,765,1,"$7,901,129.70"
52123,1,1,0,52,4,2007,1,1,7905,889,0,"$5,219,801.70"
41157,6,1,0,8,1,2005,1,1,2767,397,0,"$4,119,982.50"
12838,4,1,0,10,2,2014,1,0,9562,666,1,"$1,286,311.40"
18285,10,1,1,87,7,2013,1,0,7280,465,1,"$1,835,040.30"
33435,6,0,1,43,1,2020,0,1,7469,562,1,"$3,349,314.00"
77618,1,1,0,29,8,2019,0,0,58,619,0,"$7,768,108.90"
64044,7,0,0,43,10,1991,0,0,9665,975,0,"$6,406,275.10"
69788,2,0,0,42,2,2020,0,1,5784,561,1,"$6,980,862.00"
5208,5,0,1,69,7,2003,0,0,4575,920,1,"$526,474.30"
69952,5,0,0,93,8,1996,0,1,5595,681,0,"$7,001,508.60"
9613,5,0,1,29,3,2019,1,0,8657,410,1,"$969,559.90"
79915,8,1,0,8,6,2005,0,1,5815,477,1,"$7,994,470.50"
99636,9,1,0,30,5,1990,0,1,6629,854,1,"$9,969,033.00"
37822,6,0,0,71,10,2011,1,1,384,814,1,"$3,785,912.10"
33726,1,0,0,59,4,2012,1,1,5305,488,0,"$3,376,333.20"
97854,7,0,1,43,5,1991,1,1,2255,505,1,"$9,792,071.10"
80266,7,0,0,75,7,2002,1,0,7669,135,0,"$8,030,275.20"
48875,2,0,1,19,1,2019,0,0,443,662,0,"$4,892,360.90"
35019,1,1,1,98,3,2021,1,0,2487,822,1,"$3,510,681.10"
55020,3,0,0,14,9,2001,1,1,191,715,0,"$5,503,232.10"
29256,6,1,0,87,3,1991,0,1,8984,437,0,"$2,933,216.10"
26943,2,0,0,27,6,2014,1,0,8399,973,1,"$2,697,365.40"
11050,4,1,0,5,1,2013,1,0,9051,442,0,"$1,107,198.30"
47413,5,0,0,91,6,2005,0,1,2015,414,1,"$4,743,556.50"
20002,5,1,1,76,6,1997,0,1,7291,253,1,"$2,015,304.70"
60216,7,1,1,97,4,2012,0,0,2305,663,1,"$6,031,741.20"
83275,6,1,0,54,5,1999,1,1,6822,614,1,"$8,331,662.90"
80150,9,0,1,62,8,1991,0,1,6238,764,1,"$8,022,700.10"
38057,9,1,0,43,8,1997,0,0,7554,134,1,"$3,809,962.70"
53449,1,1,1,33,7,2014,0,0,6012,117,0,"$5,352,469.40"
33785,4,0,0,17,5,2002,0,0,8905,306,0,"$3,380,715.20"
9463,5,1,0,80,4,2001,0,1,6221,953,1,"$956,197.10"
94370,5,1,1,21,2,2013,0,0,7200,442,1,"$9,445,972.30"
44698,3,0,0,38,10,2003,1,0,10,931,1,"$4,473,490.30"
75743,6,1,0,32,9,2014,0,1,4005,982,1,"$7,580,464.40"
17622,7,1,0,100,2,2005,0,1,5686,491,1,"$1,767,131.50"
62662,10,0,0,92,10,2013,1,1,9760,652,1,"$6,271,685.30"
17346,3,0,1,79,4,1990,1,1,9506,465,0,"$1,740,674.00"
88899,10,0,1,23,5,2020,1,0,3130,769,0,"$8,893,227.00"
72447,5,1,0,99,9,2012,0,0,168,103,1,"$7,257,991.20"
40555,3,1,0,62,3,2003,0,1,7158,310,0,"$4,061,001.30"
91095,2,1,0,33,10,2018,0,0,7840,880,1,"$9,115,770.80"
69810,8,0,1,67,4,2003,0,1,8612,477,1,"$6,986,464.30"
27533,5,1,0,87,2,2009,1,0,6605,293,1,"$2,761,258.90"
75271,4,0,1,74,2,2002,0,0,8171,125,0,"$7,537,873.20"
42010,5,0,1,90,3,2017,1,0,1113,133,0,"$4,206,362.70"
2169,3,0,1,48,10,1992,0,1,1685,978,1,"$221,299.20"
29004,8,0,1,24,9,2002,1,1,942,365,1,"$2,905,549.20"
32966,6,0,1,44,6,2011,1,0,9942,625,1,"$3,303,709.10"
14859,6,1,1,17,6,1992,0,1,636,923,0,"$1,492,436.20"
33640,9,0,1,18,4,1995,0,1,2712,105,1,"$3,367,992.50"
73808,10,1,1,14,8,2002,0,1,513,960,0,"$7,388,725.20"
30807,3,0,0,54,8,1998,1,1,6559,156,0,"$3,083,235.80"
14243,3,0,1,90,8,2016,1,1,8832,148,0,"$1,430,473.60"
82190,6,0,0,81,7,2019,1,0,4936,221,1,"$8,221,240.90"
31968,8,0,1,76,1,2015,0,1,9147,912,1,"$3,203,508.50"
23558,3,1,0,33,3,1996,0,0,4650,411,1,"$2,359,810.60"
81063,9,0,1,60,6,2008,1,0,4818,465,0,"$8,113,870.80"
9542,10,1,1,2,8,2018,1,1,1318,277,0,"$962,999.80"
39699,3,0,1,89,9,2005,1,1,4477,586,1,"$3,977,888.50"
50788,2,0,1,68,1,2018,1,1,2063,705,0,"$5,087,258.80"
41681,5,1,1,85,1,2021,0,0,7883,663,0,"$4,173,046.10"
3798,7,1,0,39,8,2014,1,0,8370,366,0,"$385,544.40"
31044,1,0,0,16,10,1999,0,1,698,740,1,"$3,106,033.90"
46291,6,0,1,33,6,2018,0,0,5437,854,0,"$4,633,898.80"
15727,9,1,0,55,7,2007,0,1,8350,859,1,"$1,577,602.70"
67555,2,0,0,79,7,2018,1,0,3080,931,1,"$6,758,958.80"
1903,4,0,0,97,2,1997,1,0,5250,262,1,"$193,030.70"
67271,3,1,1,79,7,2021,1,1,8845,948,1,"$6,737,040.10"
39217,6,1,1,78,9,2007,0,1,9942,680,0,"$3,932,893.70"
62532,4,1,0,52,2,1998,1,0,6319,960,1,"$6,261,175.80"
36239,4,1,1,78,2,2000,1,0,6543,968,0,"$3,634,312.00"
11987,4,1,0,53,4,2018,1,0,7342,150,1,"$1,203,183.80"
32862,9,0,1,83,3,2013,1,1,4444,917,1,"$3,296,039.30"
10983,7,0,1,4,3,2011,1,1,89,657,0,"$1,100,529.10"
94294,2,1,1,30,9,2004,1,0,8222,684,1,"$9,439,785.40"
11157,4,0,0,90,10,2020,0,0,2513,208,1,"$1,120,482.00"
59018,3,1,0,49,1,2021,0,1,4947,259,1,"$5,907,138.10"
84807,6,0,0,22,2,2008,0,1,4460,219,0,"$8,482,192.80"
31585,9,1,0,50,6,2016,1,0,1709,595,1,"$3,165,163.60"
44670,10,1,1,3,2,1992,1,1,8465,470,1,"$4,470,923.20"
16951,4,0,0,60,10,2001,1,0,6356,622,1,"$1,701,160.10"
5892,3,1,1,83,6,2015,0,0,8233,536,1,"$601,283.50"
24971,6,0,0,85,7,1994,0,1,306,527,1,"$2,501,574.40"
56217,1,1,0,61,9,2011,1,1,9,947,0,"$5,629,960.10"
6138,9,0,0,38,1,2008,0,1,5987,831,1,"$617,184.80"
37582,9,1,1,27,10,2009,1,1,7306,324,0,"$3,769,640.90"
18848,3,0,0,36,8,2013,1,1,7949,892,1,"$1,887,019.30"
12107,3,0,0,9,5,2011,0,1,2174,716,1,"$1,211,581.10"
71523,1,0,1,42,5,2002,0,0,9048,505,0,"$7,159,041.20"
88328,1,1,0,63,1,1992,0,0,7827,737,1,"$8,840,872.20"
22304,3,0,1,37,2,2000,0,1,9032,870,0,"$2,235,124.00"
90523,4,1,1,6,6,2011,0,1,5822,846,0,"$9,058,136.10"
91987,6,1,0,90,1,1993,0,1,7546,954,0,"$9,208,316.30"
57719,8,1,1,60,4,2017,0,0,3224,730,1,"$5,779,467.70"
87073,9,0,1,95,9,2015,1,0,9703,537,0,"$8,719,452.50"
1878,3,0,1,48,3,2005,1,0,504,830,0,"$195,927.50"
47184,3,1,1,54,8,2011,1,0,213,771,1,"$4,724,350.10"
45511,3,1,0,44,4,2013,1,1,3373,882,1,"$4,558,309.30"
98450,2,0,0,33,9,1999,1,1,6424,984,0,"$9,848,719.90"
38551,10,1,1,74,1,2002,0,0,7991,133,0,"$3,867,229.20"
1359,7,0,1,90,6,2016,1,0,6201,607,0,"$145,834.60"
76903,7,0,0,40,8,2000,0,1,7764,714,1,"$7,694,030.00"
67496,6,0,0,26,2,1999,1,1,5347,124,1,"$6,752,379.90"
39756,8,0,1,23,4,2019,1,0,7195,564,0,"$3,980,007.90"
25643,8,1,1,34,8,2021,0,1,4701,384,0,"$2,571,876.10"
14043,6,1,0,92,9,2004,0,1,2732,444,1,"$1,415,900.40"
82311,10,0,0,98,4,2012,1,1,9962,164,1,"$8,239,353.20"
9333,3,1,1,9,1,2005,1,1,4842,335,1,"$939,398.50"
36563,5,0,0,4,7,2001,1,0,5100,154,1,"$3,657,222.10"
33427,8,1,1,99,3,2020,1,1,3522,214,0,"$3,351,101.00"
52552,1,0,1,55,7,2006,0,1,113,326,1,"$5,262,997.60"
1294,7,1,0,83,2,2021,1,1,9301,137,0,"$142,745.10"
19382,10,1,1,30,8,2014,1,0,6716,891,0,"$1,943,992.40"
62805,10,0,1,67,7,1999,0,1,9898,877,0,"$6,288,112.90"
76045,4,0,0,4,7,2000,0,0,134,925,0,"$7,605,336.00"
11660,8,0,1,25,4,2019,1,0,4061,163,1,"$1,169,525.90"
65965,9,1,1,46,4,2008,0,1,6767,871,1,"$6,607,805.80"
18243,6,0,0,22,7,1995,0,1,9979,117,0,"$1,826,399.50"
45620,9,1,1,63,5,2002,0,1,2875,751,1,"$4,572,312.20"
95620,7,1,0,6,2,2011,1,0,8365,179,1,"$9,564,517.10"
44159,2,0,0,76,9,2020,1,0,5390,873,1,"$4,422,962.00"
56819,2,1,0,55,10,2017,1,0,2052,110,1,"$5,688,459.70"
45681,2,1,0,91,8,2013,1,1,2800,343,0,"$4,575,079.30"
45885,4,1,1,78,10,2011,1,0,5879,298,1,"$4,598,304.10"
42781,9,1,0,13,4,2005,0,0,9090,268,1,"$4,280,444.50"
48919,2,0,0,48,7,2006,1,0,6295,502,1,"$4,896,296.60"
4846,9,0,0,25,2,2015,0,0,7001,870,1,"$486,151.50"
31160,1,1,0,64,10,1993,0,0,7925,234,0,"$3,125,704.30"
7033,2,0,1,37,10,2001,0,1,5051,534,1,"$708,252.10"
72797,6,0,0,80,1,2020,1,0,7739,866,1,"$7,286,052.00"
59068,4,0,0,43,8,1997,1,1,4857,999,1,"$5,910,960.70"
10737,7,1,1,59,1,1996,0,1,5050,368,1,"$1,083,375.60"
5798,6,0,1,15,3,2010,1,1,9805,292,1,"$586,009.00"
63396,1,0,1,95,10,2018,0,0,8561,243,1,"$6,347,194.80"
12196,2,0,1,17,2,2007,0,0,3483,933,0,"$1,223,454.70"
45271,10,0,0,61,2,2016,1,1,2268,793,0,"$4,533,164.60"
53885,9,0,0,36,9,2013,0,1,8840,377,1,"$5,392,191.30"
21006,5,0,0,6,8,2014,1,0,7626,604,0,"$2,101,763.40"
99184,5,0,0,21,10,2006,0,1,2451,659,1,"$9,920,683.60"
27569,10,1,1,69,8,1999,1,1,3855,504,0,"$2,765,641.90"
11064,6,0,0,58,7,1992,0,0,1680,171,1,"$1,108,539.20"
60299,3,1,1,30,3,2014,1,0,6445,949,0,"$6,035,836.40"
43337,5,0,0,98,8,1993,0,0,1389,121,0,"$4,334,979.30"
6738,10,1,0,60,5,2013,1,1,5201,303,0,"$680,185.30"
7939,2,1,1,56,4,2011,0,1,7730,889,0,"$806,926.10"
33316,1,0,1,72,4,2000,1,0,6673,616,1,"$3,340,809.00"
28193,2,1,0,96,5,2011,1,1,7652,990,0,"$2,833,176.10"
60768,1,0,1,65,1,2000,0,0,9454,408,1,"$6,083,121.00"
405,7,0,1,91,9,2013,0,1,2657,898,1,"$54,382.30"
78229,6,1,1,41,5,2021,1,0,6218,862,0,"$7,831,558.10"
38892,4,0,1,50,10,1998,1,1,7490,415,0,"$3,898,426.80"
16834,3,1,0,54,8,1999,0,1,4649,947,1,"$1,691,557.90"
98767,7,1,0,80,7,1997,1,0,7301,452,0,"$9,881,688.70"
19931,2,0,1,58,7,2004,1,0,8527,742,1,"$1,998,436.40"
94165,10,1,1,33,3,2013,0,0,2614,730,1,"$9,425,553.30"
3166,4,0,1,38,5,2016,0,0,1038,158,1,"$322,863.60"
14307,2,1,0,59,5,2009,0,0,5113,675,0,"$1,438,756.90"
74927,5,0,0,17,5,2013,0,1,1056,243,0,"$7,494,035.30"
46132,4,1,0,90,7,1993,1,1,7242,987,0,"$4,624,268.30"
93683,2,0,0,4,4,2019,1,1,7230,356,1,"$9,369,675.90"
22136,2,0,0,100,4,2012,0,0,6358,304,1,"$2,217,451.20"
22334,6,0,1,49,9,2017,1,1,948,113,0,"$2,239,252.70"
94723,4,0,1,23,2,1996,1,1,9540,439,1,"$9,476,464.60"
525,5,0,0,62,1,1994,1,0,7377,113,1,"$56,225.40"
44111,6,1,1,75,10,1992,0,1,8588,689,1,"$4,421,849.20"
50839,10,0,1,60,5,2015,0,0,9636,451,0,"$5,088,531.50"
81019,5,0,1,84,10,2001,0,0,9850,889,1,"$8,108,376.10"
36137,5,0,1,31,4,2020,1,1,2452,421,1,"$3,619,989.00"
56439,1,1,1,29,2,2000,1,1,402,417,1,"$5,650,606.00"
1937,6,1,0,90,5,2009,1,0,5879,254,1,"$201,865.90"
93001,8,0,1,82,7,2002,0,0,9735,154,0,"$9,310,693.20"
67233,3,0,0,84,5,2018,0,0,8416,960,0,"$6,731,477.80"
55682,6,0,1,38,10,2004,0,0,7381,858,1,"$5,575,110.40"
97897,10,1,1,91,9,1990,0,1,2736,834,0,"$9,799,105.00"
66836,4,1,0,63,1,2017,1,0,9048,903,1,"$6,692,953.70"
78235,9,1,1,31,2,2019,0,0,7253,803,0,"$7,835,672.90"
32419,8,1,1,68,5,2021,0,1,2857,929,0,"$3,253,478.10"
54995,9,1,1,72,8,2010,0,1,3447,878,0,"$5,507,408.00"
7133,9,1,1,53,2,1999,1,0,6795,429,0,"$723,366.90"
48223,1,1,0,30,10,1996,1,1,8779,108,1,"$4,826,979.60"
28354,7,0,1,15,5,2000,0,1,2945,577,0,"$2,842,100.00"
63613,7,0,1,76,3,2007,1,1,8277,810,0,"$6,370,994.70"
40812,7,1,0,59,3,2018,1,1,3176,241,0,"$4,088,680.80"
40736,6,1,1,46,5,1994,1,1,4246,134,1,"$4,087,187.40"
93690,8,1,0,31,2,1995,0,0,1801,140,0,"$9,372,359.50"
50276,3,0,0,45,1,2008,1,0,7875,480,1,"$5,030,850.80"
21294,5,0,1,3,3,2011,1,0,7367,602,1,"$2,133,300.10"
99074,10,1,0,100,7,2001,0,1,4194,314,0,"$9,914,551.10"
24979,2,1,1,62,5,2011,1,0,5980,502,1,"$2,508,814.10"
41441,7,1,0,88,9,1990,0,1,2349,292,1,"$4,156,420.00"
97857,6,0,1,61,8,2007,1,1,4407,684,1,"$9,790,445.70"
65931,5,0,0,84,7,2017,1,0,4220,125,1,"$6,595,633.70"
39077,2,0,0,33,8,1995,1,0,9471,647,1,"$3,908,929.50"
95690,3,0,1,65,5,2021,0,1,4741,136,0,"$9,573,812.10"
82236,5,1,1,81,8,2018,1,0,3778,283,0,"$8,231,424.80"
36539,10,1,1,49,2,1994,0,1,2863,974,1,"$3,664,156.40"
99491,10,1,0,51,1,2000,0,1,4292,738,0,"$9,957,075.00"
32185,10,1,0,12,7,2008,0,1,1976,733,1,"$3,221,329.80"
59183,3,0,0,54,2,1994,1,1,1612,688,1,"$5,924,125.40"
11006,5,1,1,87,2,2015,1,1,8194,378,0,"$1,107,901.50"
24025,1,1,1,97,4,1999,1,1,3028,190,0,"$2,415,923.90"
92120,5,0,1,67,4,2001,0,1,7137,507,0,"$9,219,455.10"
63342,6,1,1,86,2,1997,1,0,2111,877,1,"$6,349,697.70"
91418,8,1,0,98,8,1992,0,0,407,142,0,"$9,152,058.20"
99151,1,1,0,17,10,2020,0,0,7237,715,1,"$9,918,352.00"
31429,7,1,1,78,5,2021,0,1,5090,145,0,"$3,151,080.10"
92781,8,0,1,66,7,2006,0,0,3302,121,0,"$9,284,649.60"
7719,7,0,1,3,6,1993,0,1,1057,105,1,"$777,314.30"
46313,4,0,1,42,3,1998,1,1,7861,760,0,"$4,638,363.80"
53973,1,1,0,82,3,2003,0,0,7112,910,0,"$5,404,423.30"
95748,6,0,0,75,2,2001,1,1,3446,664,0,"$9,577,750.10"
64615,4,1,0,45,10,2019,1,1,7118,753,1,"$6,469,341.90"
10876,3,0,0,44,8,1990,0,1,7227,146,0,"$1,089,783.00"
38315,7,0,1,58,3,2000,0,0,3440,309,0,"$3,839,110.00"
16733,3,0,0,4,10,2019,0,1,9584,841,1,"$1,674,111.90"
17417,8,0,0,47,5,2000,0,1,1800,645,1,"$1,743,942.00"
45946,5,0,0,64,2,2001,1,1,11,328,1,"$4,601,566.10"
32143,3,1,0,33,4,2007,0,0,3743,384,0,"$3,219,151.70"
23409,10,1,0,55,2,2002,1,0,151,971,0,"$2,345,459.20"
58559,2,0,0,2,8,2016,0,0,8360,778,0,"$5,856,579.60"
88182,6,1,1,82,9,2014,1,1,1245,353,1,"$8,830,006.40"
12315,7,1,0,58,10,1997,0,0,4618,376,1,"$1,240,599.70"
19520,3,0,1,64,7,2018,1,0,7335,351,0,"$1,960,957.80"
79262,10,0,0,10,7,2009,1,0,6144,911,1,"$7,927,560.90"
33550,5,0,1,76,10,1999,0,0,6166,554,0,"$3,366,345.90"
45179,1,0,0,10,8,2015,0,0,6509,559,1,"$4,519,301.50"
8677,9,0,1,91,10,1994,0,0,342,974,1,"$877,121.40"
52517,4,0,1,85,6,2017,1,1,6381,894,0,"$5,254,743.70"
53762,2,1,1,27,6,1991,0,1,9075,919,1,"$5,387,288.10"
79553,8,1,0,61,2,1996,1,1,3372,896,1,"$7,964,369.60"
9367,8,1,1,73,9,2006,0,0,4137,571,1,"$944,409.60"
20349,1,0,1,52,3,2016,1,0,5795,618,1,"$2,039,634.60"
34433,4,1,1,34,1,2009,1,0,2283,696,0,"$3,453,087.90"
1451,2,0,1,82,4,2016,0,0,1682,703,0,"$148,347.60"
21527,6,1,0,76,6,2012,1,0,2781,214,0,"$2,157,776.20"
45209,4,0,1,8,4,2008,1,1,9292,699,0,"$4,526,043.80"
93318,5,1,1,34,2,2008,1,1,9193,783,1,"$9,340,167.80"
31437,1,1,0,52,8,2013,0,1,1424,405,1,"$3,148,110.30"
4742,8,1,1,73,7,1990,1,0,4268,188,0,"$485,143.00"
48648,1,0,0,99,8,2021,1,0,9147,797,1,"$4,875,007.10"
89003,10,1,0,86,7,1992,1,0,8897,279,0,"$8,911,885.20"
25182,5,1,1,90,3,1993,1,0,5591,773,0,"$2,526,249.30"
38890,5,1,1,52,9,2001,0,0,8583,297,0,"$3,898,194.10"
8682,9,1,0,55,8,1991,0,1,3549,574,0,"$876,659.10"
17332,4,1,0,77,10,2009,0,1,2473,968,1,"$1,742,502.90"
75671,10,1,1,65,2,2003,1,0,44,271,1,"$7,574,463.30"
5991,2,0,0,77,8,2021,0,0,293,722,0,"$602,374.10"
46463,1,1,0,79,6,2009,1,1,3911,553,1,"$4,653,602.90"
99774,2,0,1,80,1,2011,1,0,6072,859,1,"$9,983,069.10"
60244,10,0,1,46,5,1993,0,0,6251,930,0,"$6,031,860.30"
78747,2,1,1,96,10,1992,0,0,3456,941,0,"$7,887,317.20"
47635,8,1,0,83,8,2011,0,1,3885,736,0,"$4,774,793.10"
6591,5,0,1,51,1,1994,1,1,189,518,0,"$663,660.40"
12997,5,0,1,99,4,2017,1,1,4616,631,0,"$1,312,665.70"
16146,2,0,1,9,8,2016,0,1,7438,244,0,"$1,619,608.60"
94792,2,0,0,89,3,2010,1,1,4621,528,0,"$9,484,212.00"
2382,2,0,1,38,1,1997,1,0,1806,870,0,"$244,305.70"
71528,3,1,0,59,10,2000,1,0,8815,595,1,"$7,159,665.00"
16249,5,0,0,77,3,2009,0,1,4661,297,1,"$1,627,810.90"
34910,10,1,1,4,7,2020,1,0,8602,812,1,"$3,499,187.00"
32396,9,1,1,8,10,2017,1,1,4276,428,1,"$3,247,610.70"
50205,9,0,1,9,3,1996,1,1,5072,491,0,"$5,023,160.60"
10697,3,1,1,19,7,2020,1,0,2175,357,1,"$1,075,136.00"
50436,7,1,1,31,6,1993,0,0,3666,791,1,"$5,051,967.30"
89215,8,0,1,48,3,2016,0,0,2596,584,1,"$8,927,554.60"
88746,10,1,0,43,2,2017,1,0,8703,426,0,"$8,880,447.70"
81582,3,1,0,58,2,2009,0,1,7337,942,1,"$8,166,678.90"
17241,5,1,1,7,2,2001,0,1,8505,238,0,"$1,730,302.10"
81401,4,1,1,88,4,2021,1,0,626,173,0,"$8,149,175.10"
41659,3,0,0,73,9,1998,1,0,826,696,0,"$4,171,071.80"
62268,8,1,0,23,10,2019,1,0,1370,587,0,"$6,230,294.90"
91618,3,1,0,28,5,2003,0,1,369,137,1,"$9,166,381.30"
37151,1,0,1,72,1,1992,1,0,6711,334,1,"$3,718,557.20"
17705,1,1,0,94,6,2003,0,0,8332,866,0,"$1,780,034.30"
93558,10,1,0,73,5,2004,1,0,2215,676,0,"$9,366,616.40"
3086,6,1,1,87,6,2016,0,1,4313,524,1,"$323,109.60"
30247,10,1,1,70,7,2005,1,1,3888,806,0,"$3,034,212.50"
26580,10,1,0,53,7,1997,1,0,7512,403,1,"$2,666,936.70"
21316,2,1,1,27,8,1999,0,0,8423,973,1,"$2,138,919.90"
77646,7,0,1,49,1,1998,1,1,4539,977,0,"$7,770,618.80"
39806,4,1,1,66,10,2014,0,0,2890,752,1,"$3,990,034.40"
91624,6,0,1,20,6,2013,0,1,877,682,1,"$9,168,443.30"
96329,4,0,1,80,2,2021,0,0,1353,373,1,"$9,643,766.10"
36580,7,1,0,53,6,1998,0,1,5577,727,0,"$3,664,202.80"
50013,5,1,1,82,3,2010,1,1,9040,136,0,"$5,014,166.00"
3763,2,0,1,20,4,2003,0,0,4511,838,0,"$381,105.30"
93256,7,1,0,62,5,2021,0,1,4082,681,1,"$9,333,157.10"
85705,7,1,0,24,10,2006,0,0,984,614,0,"$8,575,077.60"
10714,1,0,1,53,7,2000,0,0,3618,631,1,"$1,076,250.00"
10540,10,1,1,2,1,1998,0,0,2045,952,0,"$1,059,468.80"
70126,1,0,1,42,1,1991,0,1,8899,135,0,"$7,018,315.10"
87915,4,1,1,100,1,2003,1,0,9853,344,1,"$8,800,446.30"
44244,3,1,1,29,3,1994,0,0,6431,946,0,"$4,434,431.40"
65101,4,0,0,60,9,2019,1,0,2696,158,1,"$6,515,401.90"
93278,8,1,1,47,9,2015,1,1,3487,447,0,"$9,339,538.50"
38372,4,0,0,77,9,2008,0,1,7937,796,0,"$3,842,724.80"
97165,5,0,1,39,2,2005,1,1,2637,216,0,"$9,720,521.50"
42113,3,1,0,37,9,2018,1,1,7965,601,0,"$4,217,469.80"
7288,8,0,1,44,5,2015,1,0,2988,766,1,"$734,763.50"
62690,3,1,1,62,10,1995,0,1,8061,239,1,"$6,277,655.50"
32689,6,1,1,46,10,2001,0,1,8889,888,1,"$3,273,464.10"
21106,3,0,0,33,5,2005,0,0,9968,395,0,"$2,114,088.50"
4921,10,0,1,6,1,2008,0,0,8781,599,1,"$493,917.80"
96988,7,0,1,56,2,1998,1,1,3186,472,0,"$9,704,380.80"
28363,7,1,1,77,8,2011,0,0,4253,658,1,"$2,845,490.10"
13374,9,1,0,34,9,2005,1,1,5906,346,1,"$1,342,193.50"
16932,7,1,0,77,10,1997,0,1,1623,710,0,"$1,700,179.70"
66258,2,1,1,84,10,2015,1,0,376,428,0,"$6,637,330.50"
63975,7,0,0,90,7,1998,1,1,4922,676,1,"$6,401,849.80"
11028,2,0,1,46,5,2013,0,1,7812,193,0,"$1,108,926.30"
7316,1,1,1,79,6,1999,0,0,4919,876,0,"$745,551.90"
27924,1,1,0,33,3,1993,0,1,7414,132,1,"$2,799,025.30"
65349,9,1,0,70,9,1990,1,1,3458,369,0,"$6,544,694.00"
10370,3,1,1,2,4,2005,1,1,3456,380,0,"$1,045,712.50"
72581,7,0,0,11,8,2004,0,0,3188,691,1,"$7,258,967.40"
42957,8,0,1,55,9,2002,1,1,3808,343,0,"$4,303,225.20"
26308,2,0,0,16,10,2017,0,0,1819,539,0,"$2,631,805.70"
2168,5,1,0,72,4,2003,0,0,2069,103,1,"$223,041.30"
55289,7,0,0,40,8,2019,0,1,9836,593,1,"$5,531,801.90"
42870,1,1,1,49,1,2002,0,1,6199,461,0,"$4,299,631.20"
40953,1,0,1,50,9,1997,1,0,9711,364,0,"$4,102,635.70"
37955,2,0,0,42,1,1998,0,0,4425,986,0,"$3,796,781.80"
1663,9,0,0,99,2,1992,0,1,9289,538,0,"$174,521.20"
75755,8,1,1,41,9,2010,1,0,4163,914,1,"$7,581,701.00"
51290,7,0,1,77,6,2003,1,0,8273,324,1,"$5,136,728.30"
78122,2,1,1,29,9,1996,0,0,1649,468,0,"$7,822,983.60"
49757,1,1,1,43,8,2000,1,1,5681,257,1,"$4,982,131.00"
75669,5,1,1,64,6,1993,1,1,3501,613,1,"$7,578,283.30"
3239,6,0,0,28,10,1997,1,1,5321,899,1,"$327,481.70"
97887,4,1,0,90,5,2008,0,1,7599,898,0,"$9,799,403.80"
75972,3,0,1,3,5,2006,1,1,1197,972,0,"$7,601,494.60"
15426,8,1,1,41,4,2021,0,0,5421,185,1,"$1,549,952.10"
51566,6,1,0,94,7,1998,0,1,8584,771,0,"$5,170,194.80"
95395,1,1,0,18,4,2004,1,1,9564,565,1,"$9,543,121.40"
41926,3,0,1,87,2,2019,0,0,2939,418,0,"$4,197,897.90"
25150,7,1,1,70,7,2011,1,1,336,584,1,"$2,520,440.10"
75727,4,1,1,44,10,2012,1,1,8247,323,0,"$7,583,793.20"
85663,2,1,1,21,3,2005,1,0,8408,864,1,"$8,575,283.50"
73488,10,1,1,84,2,2006,1,0,1524,257,0,"$7,356,188.60"
25059,8,0,0,95,7,2015,0,1,8645,819,1,"$2,513,876.50"
61878,9,0,0,71,6,2005,1,0,8822,542,0,"$6,192,576.50"
83920,3,0,0,17,7,2005,0,0,1432,980,1,"$8,393,890.50"
54086,2,1,1,32,4,2017,0,0,1437,832,1,"$5,416,631.70"
36608,4,0,1,87,9,1994,1,1,9477,164,1,"$3,667,019.40"
8369,3,0,1,67,1,2012,0,1,6047,117,1,"$846,945.20"
84048,2,0,1,5,2,2015,0,1,436,169,1,"$8,408,266.50"
48926,9,0,1,52,4,2010,0,0,8767,766,0,"$4,897,709.00"
94188,2,0,1,43,7,2010,0,1,1769,191,0,"$9,422,005.00"
33052,5,1,1,39,5,1992,0,1,1891,970,1,"$3,312,643.20"
